
          ---- Gas vs. grid blocks at specified times ----

 
VARIABLES =X,        Y,       Z,   T(C),    Sg ,    RH    ,
ZONE T= "0.000000E+00 yr"  F=POINT
     30.000      0.000     0.000   4.000  0.0000E+00   1.000
     34.000      0.000     0.000   4.000  0.0000E+00   1.000
     38.000      0.000     0.000   4.000  0.0000E+00   1.000
     42.000      0.000     0.000   4.000  0.0000E+00   1.000
     46.000      0.000     0.000   4.000  0.0000E+00   1.000
     50.000      0.000     0.000   4.000  0.0000E+00   1.000
     54.000      0.000     0.000   4.000  0.0000E+00   1.000
     58.000      0.000     0.000   4.000  0.0000E+00   1.000
     62.000      0.000     0.000   4.000  0.0000E+00   1.000
     66.000      0.000     0.000   4.000  0.0000E+00   1.000
ZONE T= "0.100000E+09 yr"  F=POINT
      3.000      0.000     0.000   4.000  0.0000E+00   1.000
      6.000      0.000     0.000   4.000  0.0000E+00   1.000
     10.000      0.000     0.000   4.000  0.0000E+00   1.000
     14.000      0.000     0.000   4.000  0.0000E+00   1.000
     18.000      0.000     0.000   4.000  0.0000E+00   1.000
     22.000      0.000     0.000   4.000  0.0000E+00   1.000
     26.000      0.000     0.000   4.000  0.0000E+00   1.000
     30.000      0.000     0.000   4.000  0.0000E+00   1.000
     34.000      0.000     0.000   4.000  0.0000E+00   1.000
     38.000      0.000     0.000   4.000  0.0000E+00   1.000
     42.000      0.000     0.000   4.000  0.0000E+00   1.000
     46.000      0.000     0.000   4.000  0.0000E+00   1.000
     50.000      0.000     0.000   4.000  0.0000E+00   1.000
     54.000      0.000     0.000   4.000  0.0000E+00   1.000
     58.000      0.000     0.000   4.000  0.0000E+00   1.000
     62.000      0.000     0.000   4.000  0.0000E+00   1.000
     66.000      0.000     0.000   4.000  0.0000E+00   1.000
ZONE T= "0.144003E+09 yr"  F=POINT
      3.000      0.000     0.000   4.000  0.0000E+00   1.000
      6.000      0.000     0.000   4.000  0.0000E+00   1.000
     10.000      0.000     0.000   4.000  0.0000E+00   1.000
     14.000      0.000     0.000   4.000  0.0000E+00   1.000
     18.000      0.000     0.000   4.000  0.0000E+00   1.000
     22.000      0.000     0.000   4.000  0.0000E+00   1.000
     26.000      0.000     0.000   4.000  0.0000E+00   1.000
     30.000      0.000     0.000   4.000  0.0000E+00   1.000
     34.000      0.000     0.000   4.000  0.0000E+00   1.000
     38.000      0.000     0.000   4.000  0.0000E+00   1.000
     42.000      0.000     0.000   4.000  0.0000E+00   1.000
     46.000      0.000     0.000   4.000  0.0000E+00   1.000
     50.000      0.000     0.000   4.000  0.0000E+00   1.000
     54.000      0.000     0.000   4.000  0.0000E+00   1.000
     58.000      0.000     0.000   4.000  0.0000E+00   1.000
     62.000      0.000     0.000   4.000  0.0000E+00   1.000
     66.000      0.000     0.000   4.000  0.0000E+00   1.000
